spend_id,date_key,campaign_id,channel_id,location_id,impressions,clicks,spend,source_system,source_record_id,is_simulated,simulation_version
SPEND-CMP-PAID_SEARCH-01-20101212,20101212,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,45040,1709,1895.48,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101212,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101213,20101213,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,52605,2798,2055.24,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101213,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101214,20101214,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,12930,297,359.1,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101214,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101215,20101215,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,29585,1520,2221.67,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101215,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101216,20101216,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,42435,772,722.17,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101216,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101217,20101217,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,39019,769,804.66,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101217,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101218,20101218,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,24233,314,115.93,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101218,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101219,20101219,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,12242,637,872.61,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101219,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101220,20101220,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,37289,1502,1099.21,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101220,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101221,20101221,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,50934,1910,1082.48,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101221,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101222,20101222,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,18931,232,395.49,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101222,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101223,20101223,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,44996,1505,1452.52,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101223,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101224,20101224,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,35290,1499,1900.97,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101224,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101225,20101225,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,33270,1736,1536.01,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101225,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101226,20101226,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,42496,1584,1688.78,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101226,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101227,20101227,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,23218,1184,1428.13,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101227,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101228,20101228,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,40575,1076,864.38,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101228,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101229,20101229,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,48182,2410,1487.06,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101229,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101230,20101230,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,28518,1282,1725.96,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101230,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20101231,20101231,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,50943,1649,974.89,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20101231,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110101,20110101,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,54849,2266,3662.82,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110101,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110102,20110102,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,46730,1925,1943.42,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110102,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110103,20110103,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,14247,702,1223.66,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110103,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110104,20110104,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,45409,2394,2455.53,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110104,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110105,20110105,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,52117,1900,2492.13,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110105,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110106,20110106,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,46337,1385,1210.01,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110106,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110107,20110107,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,31854,843,418.68,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110107,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110108,20110108,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,51328,932,1345.72,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110108,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110109,20110109,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,31131,1322,1983.45,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110109,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110110,20110110,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,46982,1778,1564.08,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110110,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110111,20110111,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,23991,833,640.79,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110111,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110112,20110112,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,49073,2422,1832.77,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110112,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110113,20110113,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,39253,842,1200.22,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110113,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110114,20110114,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,27134,1130,755.3,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110114,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110115,20110115,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,21715,940,957.46,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110115,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110116,20110116,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,17932,409,375.38,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110116,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110117,20110117,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,9820,287,420.13,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110117,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110118,20110118,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,38610,755,1045.14,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110118,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110119,20110119,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,11445,407,436.68,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110119,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110120,20110120,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,35384,901,1521.65,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110120,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110121,20110121,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,48968,2034,975.45,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110121,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110122,20110122,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,50822,2640,1874.05,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110122,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110123,20110123,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,14656,244,411.66,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110123,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110124,20110124,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,49470,1368,2048.47,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110124,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110125,20110125,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,31661,391,660.81,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110125,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110126,20110126,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,15106,492,243.28,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110126,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110127,20110127,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,16691,801,1018.94,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110127,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110128,20110128,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,34030,1221,991.41,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110128,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110129,20110129,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,19049,345,559.48,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110129,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110130,20110130,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,43759,1738,1884.35,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110130,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110131,20110131,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,52773,1856,1465.28,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110131,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110201,20110201,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,53139,2764,4132.58,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110201,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110202,20110202,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,25837,1170,2039.24,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110202,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110203,20110203,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,17373,485,471.27,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110203,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110204,20110204,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,14015,202,337.49,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110204,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110205,20110205,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,35226,1822,1214.41,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110205,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110206,20110206,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,45456,2379,2309.32,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110206,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110207,20110207,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,37413,1913,3268.54,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110207,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110208,20110208,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,48951,1895,2923.31,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110208,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110209,20110209,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,37971,2012,3011.15,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110209,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110210,20110210,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,19655,731,608.86,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110210,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110211,20110211,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,12627,155,155.83,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110211,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110212,20110212,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,37414,690,464.3,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110212,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110213,20110213,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,18066,263,149.35,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110213,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110214,20110214,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,39790,1137,895.82,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110214,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110215,20110215,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,47956,607,465.97,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110215,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110216,20110216,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,9815,459,295.59,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110216,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110217,20110217,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,11432,344,377.95,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110217,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110218,20110218,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,11283,483,178.27,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110218,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110219,20110219,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,37894,1418,1964.2,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110219,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110220,20110220,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,33076,955,1557.75,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110220,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110221,20110221,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,18832,508,521.24,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110221,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110222,20110222,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,15853,396,306.29,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110222,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110223,20110223,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,17687,853,643.94,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110223,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110224,20110224,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,20998,294,430.8,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110224,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110225,20110225,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,10958,209,355.67,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110225,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110226,20110226,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,48095,1625,1113.93,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110226,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110227,20110227,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,11300,610,498.63,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110227,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110228,20110228,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,47607,1935,3307.05,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110228,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110301,20110301,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,45041,2368,3483.69,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110301,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110302,20110302,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,19891,1017,465.06,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110302,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-01-20110303,20110303,CMP-PAID_SEARCH-01,MKT_PAID_SEARCH,COUNTRY-united-kingdom,31498,553,714.23,Simulated extension,SPEND-CMP-PAID_SEARCH-01-20110303,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110304,20110304,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,23011,668,1022.22,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110304,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110305,20110305,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,48803,1823,1226.6,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110305,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110306,20110306,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,51735,1341,603.74,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110306,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110307,20110307,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,39991,969,608.91,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110307,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110308,20110308,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,45900,1820,2726.98,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110308,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110309,20110309,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,51853,696,985.73,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110309,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110310,20110310,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,18522,430,341.99,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110310,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110311,20110311,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,13887,639,507.86,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110311,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110312,20110312,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,43665,2393,2004.91,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110312,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110313,20110313,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,25314,555,242.91,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110313,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110314,20110314,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,35399,848,1043.69,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110314,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110315,20110315,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,39561,1404,814.62,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110315,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110316,20110316,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,50298,1136,536.26,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110316,True,omnichannel-sim-v1
SPEND-CMP-PAID_SEARCH-02-20110317,20110317,CMP-PAID_SEARCH-02,MKT_PAID_SEARCH,COUNTRY-united-kingdom,11338,487,261.13,Simulated extension,SPEND-CMP-PAID_SEARCH-02-20110317,True,omnichannel-sim-v1
